File_ID,System_ID,cell_id,file_name,extension,folder,file_size_MB,file_path
102,40.0,63.0,test_32_cell63_CrateTestC20Form_23-03-03_Channel_32_Wb_1.CSV,csv,test_32_cell63_CrateTestC20Form_23-03-03_2023_03_03_143326,60.41,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Crate Tests/test_32_cell63_CrateTestC20Form_23-03-03_2023_03_03_143326/test_32_cell63_CrateTestC20Form_23-03-03_Channel_32_Wb_1.CSV
103,39.0,60.0,test_35_cell60_CrateTestC20Form_23-03-03_Channel_35_Wb_1.CSV,csv,test_35_cell60_CrateTestC20Form_23-03-03_2023_03_03_143430,101.39,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Crate Tests/test_35_cell60_CrateTestC20Form_23-03-03_2023_03_03_143430/test_35_cell60_CrateTestC20Form_23-03-03_Channel_35_Wb_1.CSV
104,38.0,58.0,test_36_cell58_CrateTestC20Form_23-03-03_Channel_36_Wb_1.CSV,csv,test_36_cell58_CrateTestC20Form_23-03-03_2023_03_03_143508,113.92,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Crate Tests/test_36_cell58_CrateTestC20Form_23-03-03_2023_03_03_143508/test_36_cell58_CrateTestC20Form_23-03-03_Channel_36_Wb_1.CSV
105,38.0,58.0,test_36_cell58_CrateTestC20Form_23-03-03_Channel_36_Wb_2.CSV,csv,test_36_cell58_CrateTestC20Form_23-03-03_2023_03_03_143508,28.05,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Crate Tests/test_36_cell58_CrateTestC20Form_23-03-03_2023_03_03_143508/test_36_cell58_CrateTestC20Form_23-03-03_Channel_36_Wb_2.CSV
106,48.0,74.0,test_39_cell74_CrateTest_23-03-04_Channel_39_Wb_1.CSV,csv,test_39_cell74_CrateTest_23-03-04_2023_03_04_133648,28.52,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Crate Tests/test_39_cell74_CrateTest_23-03-04_2023_03_04_133648/test_39_cell74_CrateTest_23-03-04_Channel_39_Wb_1.CSV
107,62.0,138.0,Na_FormPulsedC58_138_channel_21.hdf5,hdf5,Pulsed Formation,58.14,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_138_channel_21.hdf5
108,63.0,139.0,Na_FormPulsedC58_139_channel_25.hdf5,hdf5,Pulsed Formation,55.46,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_139_channel_25.hdf5
109,64.0,140.0,Na_FormPulsedC58_140_channel_27.hdf5,hdf5,Pulsed Formation,59.72,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_140_channel_27.hdf5
110,47.0,71.0,Na_FormPulsedC58_71_channel_29.hdf5,hdf5,Pulsed Formation,132.03,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_71_channel_29.hdf5
111,52.0,90.0,Na_FormPulsedC58_90_channel_32.hdf5,hdf5,Pulsed Formation,59.25,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_90_channel_32.hdf5
112,11.0,17.0,Na_FormPulsedC58_cell_17_channel_44.hdf5,hdf5,Pulsed Formation,49.95,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_17_channel_44.hdf5
113,16.0,23.0,Na_FormPulsedC58_cell_23_channel_43.hdf5,hdf5,Pulsed Formation,57.93,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_23_channel_43.hdf5
114,24.0,33.0,Na_FormPulsedC58_cell_33_channel_42.hdf5,hdf5,Pulsed Formation,83.54,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_33_channel_42.hdf5
115,32.0,42.0,Na_FormPulsedC58_cell_42_channel_26.hdf5,hdf5,Pulsed Formation,52.29,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_42_channel_26.hdf5
116,34.0,49.0,Na_FormPulsedC58_cell_49_channel_27.hdf5,hdf5,Pulsed Formation,41.14,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_49_channel_27.hdf5
117,34.0,49.0,Na_FormPulsedC58_cell_49_channel_41.hdf5,hdf5,Pulsed Formation,42.84,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_49_channel_41.hdf5
118,37.0,57.0,Na_FormPulsedC58_cell_57_channel_28.hdf5,hdf5,Pulsed Formation,45.29,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_57_channel_28.hdf5
119,42.0,66.0,Na_FormPulsedC58_cell_66_channel_27.hdf5,hdf5,Pulsed Formation,57.63,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_66_channel_27.hdf5
120,4.0,6.0,Na_FormPulsedC58_cell_6_channel_42.hdf5,hdf5,Pulsed Formation,48.28,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_6_channel_42.hdf5
121,51.0,89.0,Na_FormPulsedC58_cell_89_channel_30.hdf5,hdf5,Pulsed Formation,0.01,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/Na_FormPulsedC58_cell_89_channel_30.hdf5
122,62.0,138.0,test_21_cell138_PulsedC58Form_23-03-13_Channel_21_Wb_1.CSV,csv,test_21_cell138_PulsedC58Form_23-03-13_2023_03_13_174206,75.3,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_21_cell138_PulsedC58Form_23-03-13_2023_03_13_174206/test_21_cell138_PulsedC58Form_23-03-13_Channel_21_Wb_1.CSV
123,63.0,139.0,test_25_cell139_PulsedC58Form_23-03-13_Channel_25_Wb_1.CSV,csv,test_25_cell139_PulsedC58Form_23-03-13_2023_03_13_174220,71.42,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_25_cell139_PulsedC58Form_23-03-13_2023_03_13_174220/test_25_cell139_PulsedC58Form_23-03-13_Channel_25_Wb_1.CSV
124,32.0,42.0,test_26_cell42_PulsedC58Form_23-02-24_Channel_26_Wb_1.CSV,csv,test_26_cell42_PulsedC58Form_23-02-24_2023_02_24_143822,67.58,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_26_cell42_PulsedC58Form_23-02-24_2023_02_24_143822/test_26_cell42_PulsedC58Form_23-02-24_Channel_26_Wb_1.CSV
125,64.0,140.0,test_27_cell140_PulsedC58Form_23-03-13_Channel_27_Wb_1.CSV,csv,test_27_cell140_PulsedC58Form_23-03-13_2023_03_13_174233,77.48,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_27_cell140_PulsedC58Form_23-03-13_2023_03_13_174233/test_27_cell140_PulsedC58Form_23-03-13_Channel_27_Wb_1.CSV
126,34.0,49.0,test_27_cell49-_PulsedC58Form_23-02-24_Channel_27_Wb_1.CSV,csv,test_27_cell49-_PulsedC58Form_23-02-24_2023_02_24_143850,52.45,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_27_cell49-_PulsedC58Form_23-02-24_2023_02_24_143850/test_27_cell49-_PulsedC58Form_23-02-24_Channel_27_Wb_1.CSV
127,42.0,66.0,test_27_cell66_PulsedC58Form_23-03-03_Channel_27_Wb_1.CSV,csv,test_27_cell66_PulsedC58Form_23-03-03_2023_03_03_143000,74.91,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_27_cell66_PulsedC58Form_23-03-03_2023_03_03_143000/test_27_cell66_PulsedC58Form_23-03-03_Channel_27_Wb_1.CSV
128,37.0,57.0,test_28_cell57_PulsedC58Form_23-03-03_Channel_28_Wb_1.CSV,csv,test_28_cell57_PulsedC58Form_23-03-03_2023_03_03_143018,58.17,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_28_cell57_PulsedC58Form_23-03-03_2023_03_03_143018/test_28_cell57_PulsedC58Form_23-03-03_Channel_28_Wb_1.CSV
129,47.0,71.0,test_29_cell71_PulsedC58Form_23-03-03_Channel_29_Wb_1.CSV,csv,test_29_cell71_PulsedC58Form_23-03-03_2023_03_03_143037,112.15,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_29_cell71_PulsedC58Form_23-03-03_2023_03_03_143037/test_29_cell71_PulsedC58Form_23-03-03_Channel_29_Wb_1.CSV
130,47.0,71.0,test_29_cell71_PulsedC58Form_23-03-03_Channel_29_Wb_2.CSV,csv,test_29_cell71_PulsedC58Form_23-03-03_2023_03_03_143037,65.06,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_29_cell71_PulsedC58Form_23-03-03_2023_03_03_143037/test_29_cell71_PulsedC58Form_23-03-03_Channel_29_Wb_2.CSV
131,51.0,89.0,test_30_cell89_PulsedC58Form_23-03-13_Channel_30_Wb_1.CSV,csv,test_30_cell89_PulsedC58Form_23-03-13_2023_03_13_174306,0.0,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_30_cell89_PulsedC58Form_23-03-13_2023_03_13_174306/test_30_cell89_PulsedC58Form_23-03-13_Channel_30_Wb_1.CSV
132,52.0,90.0,test_32_cell90_PulsedC58Form_23-03-13_Channel_32_Wb_1.CSV,csv,test_32_cell90_PulsedC58Form_23-03-13_2023_03_13_174353,77.08,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_32_cell90_PulsedC58Form_23-03-13_2023_03_13_174353/test_32_cell90_PulsedC58Form_23-03-13_Channel_32_Wb_1.CSV
133,34.0,49.0,test_41_cell49_PulsedC58Form_23-02-24_Channel_41_Wb_1.CSV,csv,test_41_cell49_PulsedC58Form_23-02-24_2023_02_24_144055,54.63,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_41_cell49_PulsedC58Form_23-02-24_2023_02_24_144055/test_41_cell49_PulsedC58Form_23-02-24_Channel_41_Wb_1.CSV
134,24.0,33.0,test_42_cell33_PulsedC58Form_23-02-24_Channel_42_Wb_1.CSV,csv,test_42_cell33_PulsedC58Form_23-02-24_2023_02_24_144113,109.36,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_42_cell33_PulsedC58Form_23-02-24_2023_02_24_144113/test_42_cell33_PulsedC58Form_23-02-24_Channel_42_Wb_1.CSV
135,4.0,6.0,test_42_cell6_FormPulsedC58_23-02-22_Channel_42_Wb_1.CSV,csv,test_42_cell6_FormPulsedC58_23-02-22_2023_02_22_101129,61.96,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_42_cell6_FormPulsedC58_23-02-22_2023_02_22_101129/test_42_cell6_FormPulsedC58_23-02-22_Channel_42_Wb_1.CSV
136,16.0,23.0,test_43_cell23_FormPulsedC58_23-02-22_Channel_43_Wb_1.CSV,csv,test_43_cell23_FormPulsedC58_23-02-22_2023_02_22_101144,75.16,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_43_cell23_FormPulsedC58_23-02-22_2023_02_22_101144/test_43_cell23_FormPulsedC58_23-02-22_Channel_43_Wb_1.CSV
137,11.0,17.0,test_44_cell17_FormPulsedC58_23-02-22_Channel_44_Wb_1.CSV,csv,test_44_cell17_FormPulsedC58_23-02-22_2023_02_22_101355,64.33,/Users/pranavdevkar/Downloads/Na_upscaling_extracted/Na-upscaling/Pulsed Formation/test_44_cell17_FormPulsedC58_23-02-22_2023_02_22_101355/test_44_cell17_FormPulsedC58_23-02-22_Channel_44_Wb_1.CSV
